Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Default)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	Condition Name	Condition Type	KC (Tokens)	KC Category (Tokens)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	KC (Intro CS Concepts)	KC Category (Intro CS Concepts)	KC (Tokens Merged)	KC Category (Tokens Merged)	School	Class	Event Type
8681	All Data	f7c1fb1e21aae3f5441049547ab3f854	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Add	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Add		Single-KC		KC158		Arithmetic Operations		Add				
8682	All Data	2a14ef56e63eb4b46d9aba6470f117a0	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Function Definition	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Function Definition		Single-KC		KC79		Class and Functions		Function Definition				
8683	All Data	892d06426e6a64a2a5c23546e0911a79	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Multiply	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Multiply		Single-KC		KC257		Arithmetic Operations		Multiply				
8684	All Data	ef7e6b04982070e36e88d9aff04c19d7	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Name	1	0	INCORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)	Commission Error				expert_class		hint_second		Name		Single-KC		KC73		Variables		Name				
8685	All Data	6504341f4c201f197b44ca27c0fda61f	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Unsigned Subtract	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Unsigned Subtract		Single-KC		KC119		Arithmetic Operations		Unsigned Subtract				
8686	All Data	74e428d98f2338637f1c5862734dfbeb	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Parameter	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Parameter		Single-KC		KC100		Programming Language Fundamentals		Parameter				
8687	All Data	9f4dc0ef06661d9c3c56c168ae1f3ef1	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Power	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Power		Single-KC		KC43		Arithmetic Operations		Power				
8688	All Data	6b2ecf9d981537f5537b89b4399684d8	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Load	2	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return max(result1, result2)					expert_class		hint_second		Load		Single-KC		KC111		Programming Language Fundamentals		Load				
8689	All Data	ff65f1eaba39a5dbdbcd9f3cee088dc8	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Name	2	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return max(result1, result2)					expert_class		hint_second		Name		Single-KC		KC73		Variables		Name				
8690	All Data	32b3335b6e22ec96dbcdb9e81fd64a68	S372	1	2016-01-21 17:39:00		0	ATTEMPT		RESULT		programming	intToFloat	1	2016-01-21 17:39:00	Name	1	1	CORRECT			def intToFloat(x):\n\treturn float(x)					expert_class		hint_second		Name		Single-KC		KC226		Variables		Name				
8691	All Data	4f9b81c0c2d7a2939c14488728be35bc	S372	1	2016-01-21 17:39:00		0	ATTEMPT		RESULT		programming	intToFloat	1	2016-01-21 17:39:00	Number	1	1	INCORRECT			def intToFloat(x):\n\treturn float(x)	Omission Error				expert_class		hint_second		Number		Single-KC		KC74		Data Types and Structures		Number				
8692	All Data	4b48423fc5a0fefefd0c7b658275a73c	S372	1	2016-01-21 17:39:00		0	ATTEMPT		RESULT		programming	intToFloat	1	2016-01-21 17:39:00	Multiply	1	1	INCORRECT			def intToFloat(x):\n\treturn float(x)	Omission Error				expert_class		hint_second		Multiply		Single-KC		KC134		Arithmetic Operations		Multiply				
8693	All Data	90fbe5bbca2e29a5d9c79c970f996271	S372	1	2016-01-21 17:39:00		0	ATTEMPT		RESULT		programming	intToFloat	1	2016-01-21 17:39:00	Binary Operation	1	1	INCORRECT			def intToFloat(x):\n\treturn float(x)	Omission Error				expert_class		hint_second		Binary Operation		Single-KC		KC149		Arithmetic Operations		Binary Operation				
8694	All Data	e4394996e15a4893aaa89e2cf2e84d52	S372	1	2016-01-21 17:39:00		0	ATTEMPT		RESULT		programming	intToFloat	1	2016-01-21 17:39:00	Load	1	1	CORRECT			def intToFloat(x):\n\treturn float(x)					expert_class		hint_second		Load		Single-KC		KC229		Programming Language Fundamentals		Load				
8695	All Data	9dbaf2be4fb8f622ffe74d977fece113	S372	1	2016-01-21 17:39:00		0	ATTEMPT		RESULT		programming	intToFloat	1	2016-01-21 17:39:00	Return	1	1	CORRECT			def intToFloat(x):\n\treturn float(x)					expert_class		hint_second		Return		Single-KC		KC175		Class and Functions		Function Definition				
8696	All Data	a66d93f93817474d9a8d366afca0a653	S372	1	2016-01-21 17:40:00		12	ATTEMPT		RESULT		programming	leftoverCandy	1	2016-01-21 17:39:00	Name	1	1	CORRECT			def leftoverCandy(candyBars, friends):\n\treturn candyBars % friends					expert_class		hint_second		Name		Single-KC		KC23		Variables		Name				
8697	All Data	f54fdeba7ee2ec53e1d244068b3739fc	S372	1	2016-01-21 17:40:00		12	ATTEMPT		RESULT		programming	leftoverCandy	1	2016-01-21 17:39:00	Binary Operation	1	1	CORRECT			def leftoverCandy(candyBars, friends):\n\treturn candyBars % friends					expert_class		hint_second		Binary Operation		Single-KC		KC225		Arithmetic Operations		Binary Operation				
8698	All Data	4e88349dc9e8a258e7bf37960d0ce576	S372	1	2016-01-21 17:40:00		12	ATTEMPT		RESULT		programming	leftoverCandy	1	2016-01-21 17:39:00	Load	1	1	CORRECT			def leftoverCandy(candyBars, friends):\n\treturn candyBars % friends					expert_class		hint_second		Load		Single-KC		KC86		Programming Language Fundamentals		Load				
8699	All Data	d059e3bd8df0b24f291e2678fa9b77a6	S372	1	2016-01-21 17:40:00		12	ATTEMPT		RESULT		programming	leftoverCandy	1	2016-01-21 17:39:00	Return	1	1	CORRECT			def leftoverCandy(candyBars, friends):\n\treturn candyBars % friends					expert_class		hint_second		Return		Single-KC		KC143		Class and Functions		Function Definition				
8700	All Data	ff064e541293670d801b60efadde42a2	S372	1	2016-01-21 17:40:00		12	ATTEMPT		RESULT		programming	leftoverCandy	1	2016-01-21 17:39:00	Modulo	1	1	CORRECT			def leftoverCandy(candyBars, friends):\n\treturn candyBars % friends					expert_class		hint_second		Modulo		Single-KC		KC199		Arithmetic Operations		Modulo				
8701	All Data	a876fe87d7f6db90bef7cd2c3622d464	S372	1	2016-01-21 17:41:00		8.571	ATTEMPT		RESULT		programming	howManyEggCartons	1	2016-01-21 17:40:00	Name	1	1	CORRECT			def howManyEggCartons(eggs):\n\tcartons = eggs // 12\n\tif (eggs % 12): cartons += 1\n\treturn cartons\					expert_class		hint_second		Name		Single-KC		KC34		Variables		Name				
8702	All Data	828104f56a1c120ba02562d7ad0bd136	S372	1	2016-01-21 17:41:00		8.571	ATTEMPT		RESULT		programming	howManyEggCartons	1	2016-01-21 17:40:00	Add	1	1	CORRECT			def howManyEggCartons(eggs):\n\tcartons = eggs // 12\n\tif (eggs % 12): cartons += 1\n\treturn cartons\					expert_class		hint_second		Add		Single-KC		KC46		Arithmetic Operations		Add				
8703	All Data	9e4af738dc8b4fc1193029dfe46428f5	S372	1	2016-01-21 17:41:00		8.571	ATTEMPT		RESULT		programming	howManyEggCartons	1	2016-01-21 17:40:00	Number	1	1	CORRECT			def howManyEggCartons(eggs):\n\tcartons = eggs // 12\n\tif (eggs % 12): cartons += 1\n\treturn cartons\					expert_class		hint_second		Number		Single-KC		KC165		Data Types and Structures		Number				
8704	All Data	149194e467571681bec54db2dc65b49c	S372	1	2016-01-21 17:41:00		8.571	ATTEMPT		RESULT		programming	howManyEggCartons	1	2016-01-21 17:40:00	Integer Divide	1	1	CORRECT			def howManyEggCartons(eggs):\n\tcartons = eggs // 12\n\tif (eggs % 12): cartons += 1\n\treturn cartons\					expert_class		hint_second		Integer Divide		Single-KC		KC52		Arithmetic Operations		Integer Divide				
8705	All Data	91ea6d1e691eed09d25531baef652766	S372	1	2016-01-21 17:41:00		8.571	ATTEMPT		RESULT		programming	howManyEggCartons	1	2016-01-21 17:40:00	Load	1	1	CORRECT			def howManyEggCartons(eggs):\n\tcartons = eggs // 12\n\tif (eggs % 12): cartons += 1\n\treturn cartons\					expert_class		hint_second		Load		Single-KC		KC198		Programming Language Fundamentals		Load				
8706	All Data	bd4ac09f684e554e81d1bdef7eaccf8c	S372	1	2016-01-21 17:41:00		8.571	ATTEMPT		RESULT		programming	howManyEggCartons	1	2016-01-21 17:40:00	Binary Operation	1	1	CORRECT			def howManyEggCartons(eggs):\n\tcartons = eggs // 12\n\tif (eggs % 12): cartons += 1\n\treturn cartons\					expert_class		hint_second		Binary Operation		Single-KC		KC125		Arithmetic Operations		Binary Operation				
8707	All Data	e2beba5b8b4713234e4a31e5c1141641	S372	1	2016-01-21 17:41:00		8.571	ATTEMPT		RESULT		programming	howManyEggCartons	1	2016-01-21 17:40:00	Return	1	1	CORRECT			def howManyEggCartons(eggs):\n\tcartons = eggs // 12\n\tif (eggs % 12): cartons += 1\n\treturn cartons\					expert_class		hint_second		Return		Single-KC		KC25		Class and Functions		Function Definition				
8708	All Data	a075184e3f8a88da4b25e4a0789b149e	S372	1	2016-01-21 17:42:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Number	1	0	INCORRECT			def kthDigit(x, k):\n\tn = x // k * 10\n\t\n\treturn n	Commission Error				expert_class		hint_second		Number		Single-KC		KC62		Data Types and Structures		Number				
8709	All Data	b9f12d87424464d658cc2e06d7f2b11d	S372	1	2016-01-21 17:42:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Load	1	0	INCORRECT			def kthDigit(x, k):\n\tn = x // k * 10\n\t\n\treturn n	Commission Error				expert_class		hint_second		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
8710	All Data	579499f16613d0bd03ea4132596e11d0	S372	1	2016-01-21 17:42:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Binary Operation	1	0	INCORRECT			def kthDigit(x, k):\n\tn = x // k * 10\n\t\n\treturn n	Commission Error				expert_class		hint_second		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
8711	All Data	e5d7333eb48f2aee08f405bf1221ec4e	S372	1	2016-01-21 17:42:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Return	1	1	CORRECT			def kthDigit(x, k):\n\tn = x // k * 10\n\t\n\treturn n					expert_class		hint_second		Return		Single-KC		KC217		Class and Functions		Function Definition				
8712	All Data	4aac032e31e2e66053b7c59a5c69e738	S372	1	2016-01-21 17:42:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Name	1	0	INCORRECT			def kthDigit(x, k):\n\tn = x // k * 10\n\t\n\treturn n	Commission Error				expert_class		hint_second		Name		Single-KC		KC72		Variables		Name				
8713	All Data	1423e2c84ab79a9cd8add88fb5ae3efe	S372	1	2016-01-21 17:42:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Integer Divide	1	1	CORRECT			def kthDigit(x, k):\n\tn = x // k * 10\n\t\n\treturn n					expert_class		hint_second		Integer Divide		Single-KC		KC59		Arithmetic Operations		Integer Divide				
8714	All Data	e355dbb45315f73b5c5cf2320a340700	S372	1	2016-01-21 17:43:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Number	2	0	INCORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** k)) % 10 \n\t\n\treturn n	Commission Error				expert_class		hint_second		Number		Single-KC		KC62		Data Types and Structures		Number				
8715	All Data	832c2f4717edfbe80dd2830ec7b1094d	S372	1	2016-01-21 17:43:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Load	2	0	INCORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** k)) % 10 \n\t\n\treturn n	Commission Error				expert_class		hint_second		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
8716	All Data	362be4ce9cb96de3fa822ad60f709315	S372	1	2016-01-21 17:43:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Binary Operation	2	0	INCORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** k)) % 10 \n\t\n\treturn n	Commission Error				expert_class		hint_second		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
8717	All Data	199ef4c48b4759e293f3f89026edebd4	S372	1	2016-01-21 17:43:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Name	2	0	INCORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** k)) % 10 \n\t\n\treturn n	Commission Error				expert_class		hint_second		Name		Single-KC		KC72		Variables		Name				
8718	All Data	ab70d1b9f87b93bdc691f0f4eccbdf94	S372	1	2016-01-21 17:43:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Power	1	1	CORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** k)) % 10 \n\t\n\treturn n					expert_class		hint_second		Power		Single-KC		KC235		Arithmetic Operations		Power				
8719	All Data	19183eb9fb9fea8cf36b99192b232abb	S372	1	2016-01-21 17:43:00		10	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Modulo	1	1	CORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** k)) % 10 \n\t\n\treturn n					expert_class		hint_second		Modulo		Single-KC		KC170		Arithmetic Operations		Modulo				
8720	All Data	c36ba5fda51a80c2c3754a7900302bb7	S372	1	2016-01-21 17:46:00		45	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Number	3	0	INCORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** k)) % 10 \n\t\n\t\n\t# k = 1 ; 10 ** 1 == 10\n\t# k = 2 ; 10 ** 2 == 100\n\treturn n	Commission Error				expert_class		hint_second		Number		Single-KC		KC62		Data Types and Structures		Number				
8721	All Data	8178c65f4163a86dcd659d48407b1951	S372	1	2016-01-21 17:46:00		45	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Load	3	0	INCORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** k)) % 10 \n\t\n\t\n\t# k = 1 ; 10 ** 1 == 10\n\t# k = 2 ; 10 ** 2 == 100\n\treturn n	Commission Error				expert_class		hint_second		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
8722	All Data	4129ae25830986fece6b2a4096a8705b	S372	1	2016-01-21 17:46:00		45	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Binary Operation	3	0	INCORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** k)) % 10 \n\t\n\t\n\t# k = 1 ; 10 ** 1 == 10\n\t# k = 2 ; 10 ** 2 == 100\n\treturn n	Commission Error				expert_class		hint_second		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
8723	All Data	050b9a3f8a03c4faea187e1f3e9c0951	S372	1	2016-01-21 17:46:00		45	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Name	3	0	INCORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** k)) % 10 \n\t\n\t\n\t# k = 1 ; 10 ** 1 == 10\n\t# k = 2 ; 10 ** 2 == 100\n\treturn n	Commission Error				expert_class		hint_second		Name		Single-KC		KC72		Variables		Name				
8724	All Data	62880b251c07159d59c773392fea8933	S372	1	2016-01-21 18:09:00		.	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Number	4	1	CORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** (k - 1))) % 10 \n\n\treturn n\					expert_class		hint_second		Number		Single-KC		KC62		Data Types and Structures		Number				
8725	All Data	c8ae346d82ce797b586331b9730afaf8	S372	1	2016-01-21 18:09:00		.	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Load	4	1	CORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** (k - 1))) % 10 \n\n\treturn n\					expert_class		hint_second		Load		Single-KC		KC83		Programming Language Fundamentals		Load				
8726	All Data	caba785325982e77b8a33172d731fecf	S372	1	2016-01-21 18:09:00		.	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Binary Operation	4	1	CORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** (k - 1))) % 10 \n\n\treturn n\					expert_class		hint_second		Binary Operation		Single-KC		KC154		Arithmetic Operations		Binary Operation				
8727	All Data	01b9b93f5c345ac074a01e64c92254f1	S372	1	2016-01-21 18:09:00		.	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Subtract	1	1	CORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** (k - 1))) % 10 \n\n\treturn n\					expert_class		hint_second		Subtract		Single-KC		KC254		Arithmetic Operations		Subtract				
8728	All Data	911980dc87383fe65e0e9129699f8674	S372	1	2016-01-21 18:09:00		.	ATTEMPT		RESULT		programming	kthDigit	1	2016-01-21 17:41:00	Name	4	1	CORRECT			def kthDigit(x, k):\n\tn = (x // (10 ** (k - 1))) % 10 \n\n\treturn n\					expert_class		hint_second		Name		Single-KC		KC72		Variables		Name				
8729	All Data	d3ca05d4f3345c005610e9da13b0df8f	S372	1	2016-01-21 18:11:00		17.143	ATTEMPT		RESULT		programming	nearestBusStop	1	2016-01-21 18:09:00	Number	1	1	CORRECT			def nearestBusStop(street):\n    stopsEvery = 8\n    \n    wholeStops = street // stopsEvery\n    remainderStops = street % stopsEvery\n\n    if (remainderStops > (stopsEvery / 2))\n        wholeStops += 1\n        \n    return wholeStops\					expert_class		hint_second		Number		Single-KC		KC18		Data Types and Structures		Number				
8730	All Data	210bd8035975b680b0fc37e0748dd990	S372	1	2016-01-21 18:11:00		17.143	ATTEMPT		RESULT		programming	nearestBusStop	1	2016-01-21 18:09:00	Binary Operation	1	1	CORRECT			def nearestBusStop(street):\n    stopsEvery = 8\n    \n    wholeStops = street // stopsEvery\n    remainderStops = street % stopsEvery\n\n    if (remainderStops > (stopsEvery / 2))\n        wholeStops += 1\n        \n    return wholeStops\					expert_class		hint_second		Binary Operation		Single-KC		KC150		Arithmetic Operations		Binary Operation				
8731	All Data	ef5e4fec36e4efc75f8a86c924eaf1dd	S372	1	2016-01-21 18:11:00		17.143	ATTEMPT		RESULT		programming	nearestBusStop	1	2016-01-21 18:09:00	Load	1	0	INCORRECT			def nearestBusStop(street):\n    stopsEvery = 8\n    \n    wholeStops = street // stopsEvery\n    remainderStops = street % stopsEvery\n\n    if (remainderStops > (stopsEvery / 2))\n        wholeStops += 1\n        \n    return wholeStops\	Commission Error				expert_class		hint_second		Load		Single-KC		KC92		Programming Language Fundamentals		Load				
8732	All Data	1f0ac8d51e09a356d88d2f63e95cc3b6	S372	1	2016-01-21 18:11:00		17.143	ATTEMPT		RESULT		programming	nearestBusStop	1	2016-01-21 18:09:00	Return	1	1	CORRECT			def nearestBusStop(street):\n    stopsEvery = 8\n    \n    wholeStops = street // stopsEvery\n    remainderStops = street % stopsEvery\n\n    if (remainderStops > (stopsEvery / 2))\n        wholeStops += 1\n        \n    return wholeStops\					expert_class		hint_second		Return		Single-KC		KC7		Class and Functions		Function Definition				
